Produk_Tabungan,Produk_Deposito,Produk_Kartu_Kredit,Produk_Kredit_Rumah,Produk_Kredit_Kendaraan,Produk_Kredit_Dana_Tunai,Total_Kepemilikan_Produk,Pendapatan_Tahunan,Total_Relationship_Balance
0.3156445235440653,-1.22039156877116,-0.695675940777931,-1.1841775682085462,-0.43615804210071996,-1.121908728922441,-2.057258310821928,-1.2561698804157222,-1.6078050609266326
0.3156445235440653,-1.22039156877116,-0.695675940777931,-1.1841775682085462,-0.43615804210071996,-1.121908728922441,-2.057258310821928,-0.8009726515202743,0.41053769082830643
0.3156445235440653,-1.22039156877116,-0.695675940777931,-1.1841775682085462,-0.43615804210071996,-1.121908728922441,-2.057258310821928,-0.7177048657467168,-1.1460301541735722
0.3156445235440653,-1.22039156877116,-0.695675940777931,-1.1841775682085462,-0.43615804210071996,-1.121908728922441,-2.057258310821928,0.10387062055238419,0.04719730942141633
0.3156445235440653,-1.22039156877116,-0.695675940777931,-1.1841775682085462,-0.43615804210071996,-1.121908728922441,-2.057258310821928,-0.9286499230397292,-1.4894161244617674
0.3156445235440653,-1.22039156877116,-0.695675940777931,-1.1841775682085462,-0.43615804210071996,-1.121908728922441,-2.057258310821928,-0.20144459395066008,-0.419396622433017
0.3156445235440653,-1.22039156877116,-0.695675940777931,-1.1841775682085462,-0.43615804210071996,-1.121908728922441,-2.057258310821928,-0.5678228513543132,-1.4955837370182816
-3.168120861949299,-1.22039156877116,-0.695675940777931,-1.1841775682085462,-0.43615804210071996,0.8913381046250252,-2.057258310821928,1.6526514359405542,1.3389155221649591
0.3156445235440653,-1.22039156877116,-0.695675940777931,-1.1841775682085462,-0.43615804210071996,-1.121908728922441,-2.057258310821928,1.1308399784262604,1.5863473227683917
0.3156445235440653,-1.22039156877116,-0.695675940777931,-1.1841775682085462,-0.43615804210071996,-1.121908728922441,-2.057258310821928,0.3259180492818709,0.6750187541575465
0.3156445235440653,-1.22039156877116,-0.695675940777931,0.8444679470772489,-0.43615804210071996,-1.121908728922441,-1.0935066913350489,-0.051562579558256535,0.17640423313171508
0.3156445235440653,-1.22039156877116,1.4374508896797007,-1.1841775682085462,-0.43615804210071996,-1.121908728922441,-1.0935066913350489,-0.6399882656913964,-0.9387069543595151
0.3156445235440653,0.8194091352228225,-0.695675940777931,-1.1841775682085462,-0.43615804210071996,-1.121908728922441,-1.0935066913350489,-0.3013659368789291,-1.5528285115867144
0.3156445235440653,0.8194091352228225,-0.695675940777931,-1.1841775682085462,-0.43615804210071996,-1.121908728922441,-1.0935066913350489,0.8421783210779276,0.2853348620052892
0.3156445235440653,0.8194091352228225,-0.695675940777931,-1.1841775682085462,-0.43615804210071996,-1.121908728922441,-1.0935066913350489,0.658989192376101,-1.4536837775822
0.3156445235440653,0.8194091352228225,-0.695675940777931,-1.1841775682085462,-0.43615804210071996,-1.121908728922441,-1.0935066913350489,0.05946113480648684,-0.15934813479122828
0.3156445235440653,-1.22039156877116,-0.695675940777931,0.8444679470772489,-0.43615804210071996,-1.121908728922441,-1.0935066913350489,-0.7399096086196655,1.0191535913421204
0.3156445235440653,-1.22039156877116,1.4374508896797007,-1.1841775682085462,-0.43615804210071996,-1.121908728922441,-1.0935066913350489,-0.7454607943379026,0.5811868545578429
0.3156445235440653,-1.22039156877116,-0.695675940777931,-1.1841775682085462,-0.43615804210071996,0.8913381046250252,-1.0935066913350489,0.5479654780113576,-1.6244582446701736
0.3156445235440653,-1.22039156877116,-0.695675940777931,-1.1841775682085462,-0.43615804210071996,0.8913381046250252,-1.0935066913350489,-1.578138652073478,-1.1658609205150052
0.3156445235440653,-1.22039156877116,-0.695675940777931,-1.1841775682085462,2.2927469024383473,-1.121908728922441,-1.0935066913350489,0.3647763493095311,-0.21537653251873903
-3.168120861949299,0.8194091352228225,1.4374508896797007,-1.1841775682085462,-0.43615804210071996,-1.121908728922441,-1.0935066913350489,1.9468642790071242,-0.5432374271939006
0.3156445235440653,-1.22039156877116,-0.695675940777931,0.8444679470772489,-0.43615804210071996,-1.121908728922441,-1.0935066913350489,-0.1792398510777114,-0.6672049209633175
0.3156445235440653,-1.22039156877116,-0.695675940777931,0.8444679470772489,-0.43615804210071996,-1.121908728922441,-1.0935066913350489,1.1363911641444975,-0.28806287278810083
0.3156445235440653,-1.22039156877116,-0.695675940777931,-1.1841775682085462,-0.43615804210071996,0.8913381046250252,-1.0935066913350489,0.3259180492818709,1.3950260441544782
0.3156445235440653,-1.22039156877116,-0.695675940777931,-1.1841775682085462,2.2927469024383473,-1.121908728922441,-1.0935066913350489,0.9143437354150108,-1.212163895103155
0.3156445235440653,0.8194091352228225,-0.695675940777931,-1.1841775682085462,-0.43615804210071996,-1.121908728922441,-1.0935066913350489,-0.9675082230673894,1.0910643944498701
0.3156445235440653,0.8194091352228225,-0.695675940777931,-1.1841775682085462,-0.43615804210071996,-1.121908728922441,-1.0935066913350489,0.15938247773475586,-1.2341038448342951
0.3156445235440653,-1.22039156877116,-0.695675940777931,-1.1841775682085462,-0.43615804210071996,0.8913381046250252,-1.0935066913350489,0.7367057924314214,0.8295979738640402
0.3156445235440653,-1.22039156877116,1.4374508896797007,-1.1841775682085462,-0.43615804210071996,-1.121908728922441,-1.0935066913350489,0.5035559922654603,0.34531045898734786
-3.168120861949299,-1.22039156877116,-0.695675940777931,0.8444679470772489,-0.43615804210071996,0.8913381046250252,-1.0935066913350489,2.3854079507478603,0.9926189518605185
0.3156445235440653,-1.22039156877116,-0.695675940777931,0.8444679470772489,-0.43615804210071996,-1.121908728922441,-1.0935066913350489,0.8754854353873506,1.2859088983800904
0.3156445235440653,-1.22039156877116,-0.695675940777931,-1.1841775682085462,2.2927469024383473,-1.121908728922441,-1.0935066913350489,-0.43459439411662115,0.9702061385367367
0.3156445235440653,0.8194091352228225,-0.695675940777931,-1.1841775682085462,-0.43615804210071996,-1.121908728922441,-1.0935066913350489,0.8643830639508763,-0.04599259329512816
-3.168120861949299,0.8194091352228225,-0.695675940777931,0.8444679470772489,-0.43615804210071996,-1.121908728922441,-1.0935066913350489,-0.6344370799731592,-0.024821413434474224
0.3156445235440653,0.8194091352228225,-0.695675940777931,-1.1841775682085462,-0.43615804210071996,-1.121908728922441,-1.0935066913350489,2.0911951076812905,0.8179469449780064
0.3156445235440653,0.8194091352228225,-0.695675940777931,-1.1841775682085462,-0.43615804210071996,-1.121908728922441,-1.0935066913350489,0.42583939221013994,-0.553768276947199
